Código,Tipo,Nombre comercial,Fabricante,F. de registro,Url
F0003576/2028,Enmienda orgánica Compost,ENMIENDA ORGANICA COMPOST PALLARS JUSSÀ,CONSELL COMARCAL DEL PALLARS JUSSÀ,17/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3576
F0003580/2029,Enmienda orgánica Compost,COMPOST JUAN GRANDE,UTE COMPLEJO AMBIENTAL DE JUAN GRANDE,26/02/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3580
F0003581/2028,Abono órgano-mineral NK líquido,PRIMULA ,"KERVRAN LABS, S.L.",05/10/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3581
F0003583/2029,Enmienda orgánica Vermicompost,HUMUS DE LOMBRIZ (MUNDO LOMBRIZ),"LUIS FERNANDEZ BRUGOS, S.L.",20/03/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3583
F0003584/2028,Abono orgánico NPK de origen animal y vegetal,FERTIPLUS,"VAN HET MEER, S.L.",05/10/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3584
F0003586/2028,Enmienda orgánica húmica,BICOENMIENDA,"BIOCOMPOSTAJES ESPAÑOLES, S.L.",17/10/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3586
F0000850/2028,Abono orgánico NP de origen animal y vegetal,FERTILIZANTE PARA CESPED,"SOCIEDAD EUROPEA DE INTERCAMBIO DE PRODUCTOS AGRICOLAS, S.A.",08/07/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3588
F0000848/2028,Abono orgánico NPK de origen animal y vegetal,FERTILIZANTE HUERTA Y JARDIN,"SOCIEDAD EUROPEA DE INTERCAMBIO DE PRODUCTOS AGRICOLAS, S.A.",08/07/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3589
F0003590/2028,Enmienda orgánica Compost,COMPOST STA,"SERVICIOS TRANSLOGÍSTICOS Y AFINES, S.L.",14/09/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3590
F0003592/2029,Abono orgánico NK líquido de origen vegetal,AGROACTIV PLUS,"VALECO GLOBAL SOLUTIONS, S.L",01/06/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3592
F0003595/2028,Abono órgano-mineral NPK con lignito o leonardita,LABIN 9-3-6 + 2MgO + 4Fe,"PRODUCTOS AGRICOLAS MACASA, S.L.",17/10/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3595
F0003598/2028,Abono órgano-mineral NK líquido,ABONO UNIVERSAL NATURAL,"CENTRO ESPECIAL DE EMPLEO IMPULSO, S.L.",25/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3598
F0003600/2029,Abono con microorganismos no micorrícicos,FERTIBERIA ABONO NPK CON RIZOBIOS DE EQUILIBRIO 1-2-2,"FERTIBERIA,S.A.",01/03/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3600
F0003606/2029,Enmienda orgánica Compost,COMPOST HORNILLOS,U.T.E. LOS HORNILLOS,22/07/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3606
F0003615/2028,Abono orgánico NK líquido de origen vegetal,ORGANIUM,"FERTIMAC AGRO, S.L",14/09/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3615
F0003617/2028,Abono orgánico NK líquido de origen vegetal,CROPORGANIUM,"CROPFUTURA, S.L.",25/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3617
F0003620/2028,Abono orgánico NK líquido de origen vegetal,AGRI-FER MATERIA ORGÁNICA,"CROPFUTURA, S.L.",20/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3620
F0003622/2028,Abono orgánico NK líquido de origen vegetal,CRISTECO MATERIA ORGÁNICA,"CROPFUTURA, S.L.",20/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3622
F0003623/2028,Abono orgánico NK líquido de origen vegetal,SUPRAGEO MATERIA ORGÁNICA,"CROPFUTURA, S.L.",20/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3623
F0003629/2028,Abono órgano-mineral PK,CEALFOSCA,OSCAFOS S.C.,14/09/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3629
F0000792/2028,Enmienda orgánica húmica,AGROLIG,"AGRICHEM, S.A.",06/03/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3631
F0003634/2028,Abono órgano-mineral NK líquido,FER CALCIUM,EDYPRO FERTILIZANTES,05/11/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3634
F0003642/2028,Enmienda orgánica Compost vegetal,BIOCOMPOST LA MISERICORDIA,S.C.A. NTRA. SRA. DE LA MISERICORDIA,15/06/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3642
F0003643/2029,Abono orgánico NK líquido de origen vegetal,HORTIT,"LAINCO, S.A.",05/02/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3643
F0003644/2029,Micorrizas,MycoUp,"SYMBORG BUSINESS DEVELOPMENT, S.L.",01/02/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3644
F0003645/2029,Micorrizas,Resid HC,"SYMBORG BUSINESS DEVELOPMENT, S.L.",01/02/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3645
F0000964/2028,Abono órgano-mineral NK líquido,ORGAMAX NITRO II,"CHEMICROP ESPAÑA, S.L.",30/10/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3646
F0003651/2028,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,FERCRISA BIOSUELO PF,"BIO CRISARA, S.L.",23/11/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3651
F0003652/2028,Abono órgano-mineral NK líquido,Naturfert,ANTONIO SANTIAGO NAVAS,31/10/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3652
F0003653/2029,Abono con microorganismos,ASIR HORTO BIO,"AGROTECNOLOGÍAS NATURALES, S.L.U. (ATENS, S.L.)",28/05/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3653
F0003654/2029,Abono con microorganismos,ASIR HORTO,"AGROTECNOLOGÍAS NATURALES, S.L.U. (ATENS, S.L.)",28/05/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3654
F0003655/2028,Enmienda orgánica Compost,ABONO VIVO PELLET,APAYCACHANA - 6  S.L.,20/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3655
F0000969/2028,Abono orgánico NK líquido de origen vegetal,VITAPLUS,"FITOCROP 2000, S.L.",24/09/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3663
F0003664/2028,Abono orgánico NK líquido de origen vegetal,ORIGAMI RADICULAR,"CHEMICROP ESPAÑA, S.L.",17/10/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3664
F0000961/2029,Enmienda orgánica Compost de estiércol,NATUPOST,"ORGANICOS PEDRIN, S.L",24/09/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3665
F0003668/2029,Abono órgano-mineral NK líquido,MEGACTIVE,"VALLE DE FISCAL, S.A",11/03/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3668
F0003670/2028,Abono orgánico NK líquido de origen vegetal,STAR HUMUS,"ZENAGRO, S.L.",28/11/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3670
F0000904/2028,Enmienda orgánica Vermicompost,LOMBEC,"VERMICULTURE INNOVATION, S.L.",14/09/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3671
F0000847/2029,Abono orgánico NK líquido de origen vegetal,BAGABON,"DESTILERIAS COMPOSTELA, S.A.",19/02/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3680
F0003690/2029,Abono orgánico NPK de origen animal y vegetal,CODIFEM,"T & B WORLDWIDE MEAT COMPANY, S.L",07/02/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3690
F0003696/2029,Enmienda orgánica Compost,COMPOST VINTENA PAJA ARROZ,"DEPURACIÓN DE AGUAS DEL MEDITERRANEO, S.L.",10/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3696
F0000915/2029,Abono orgánico nitrogenado de origen animal,PROTESAN,APC EUROPE S.L.U.,29/10/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3698
F0003701/2029,Enmienda orgánica Compost,GESTORGANIC B,"PLANTA COMPOSTATGE FUMANYA,S.L.",30/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3701
F0000970/2030,Enmienda orgánica Compost,FERVO-64,"FERTILITZANTS VOLTREGÁ, S.A. (FERVOSA)",23/10/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3705
F0003711/2029,Abono orgánico NPK de origen animal y vegetal,RENDER ECO,"INDUSTRIAL DE FERTILIZANTES INTEGRALES, S.L. (INFERIN, S.L.)",28/05/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3711
F0003712/2029,Abono orgánico NK líquido de origen vegetal,REX FYM L,"PHEROMONES AND BIOLOGICAL PRODUCTS, S.L.",22/07/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3712
F0003714/2029,Abono órgano-mineral NK,FORTEC-FR,"INPROG, S.L.",10/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3714
F0003715/2029,Abono orgánico nitrogenado de origen vegetal,STRESSLESS,"COMERCIAL QUÍMICA MASSÓ, S.A.",04/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3715
F0003718/2028,Enmienda orgánica húmica,Final Organic,"EVEN AGRO, S.L.",04/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3718
F0003721/2028,Abono orgánico NPK de origen animal y vegetal,FERT-IB (P),"TECNOLOGIA INDUSTRIAL DEL RECICLAJE IB, S.L.U.",18/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3721
F0003726/2028,Abono orgánico NK líquido de origen vegetal,KENVERT VEGETAL,"PLYMAG, S.L.",04/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3726
F0003728/2029,Abono orgánico NK líquido de origen vegetal,ORGANIKEM,"GREEN UNIVERSE AGRICULTURE, S.L.",26/02/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3728
F0003729/2029,Abono orgánico NK líquido de origen vegetal,UNIGREEN DUO,"GREEN UNIVERSE AGRICULTURE, S.L.",26/02/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3729
F0003734/2029,Enmienda orgánica húmica,AGROTHAME ORGANITE HÚMICO GEA,"AGROAMB PRODALT, S.L.",10/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3734
F0003737/2029,Abono órgano-mineral NK líquido,MINERALGOLD FULVIT-PLUS,LABORATORIOS ECONATUR S.L.,18/01/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3737
F0003738/2029,Abono órgano-mineral NP,MINERALGOLD 9-6-1,LABORATORIOS ECONATUR S.L.,22/02/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3738
F0003739/2029,Abono órgano-mineral NPK,MINERALGOLD OPTIMUN AJO,LABORATORIOS ECONATUR S.L.,17/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3739
F0003740/2029,Abono órgano-mineral NPK,MINERALGOLD OPTIMUN OLIVAR,LABORATORIOS ECONATUR S.L.,18/03/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3740
F0003741/2028,Abono orgánico NK líquido de origen vegetal,VITALGAN L,"QUIMOPROX, S.L.",17/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3741
F0003743/2029,Abono orgánico NK líquido de origen vegetal,ORGANIC 40,ARBOLNATURE S.L,07/02/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3743
F0003744/2029,Enmienda orgánica Compost,COMPOBRAVA,"EMACB, S.A.",25/01/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3744
F0003748/2028,Abono orgánico NK líquido de origen vegetal,VITAMAX,"INDUSTRIAS QUÍMICAS FERVALLE, S.L.",31/10/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3748
F0003750/2029,Abono órgano-mineral NPK con lignito o leonardita,LABIN 12-6-8+2MgO+1Fe,"PRODUCTOS AGRICOLAS MACASA, S.L.",05/03/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3750
F0003754/2028,Abono orgánico NK líquido de origen vegetal,PROVIG EcoAmin,AGRO GM S.L,05/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3754
F0001132/2029,Abono órgano-mineral NPK líquido,G-30 GERMINATOR,"AGRO ORGANICOS DEL MEDITERRANEO, S.L.",16/06/2009,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3756
F0001001/2029,Abono orgánico NK líquido de origen vegetal,ECODUNG L,"AGRIBECO, S.L.",27/11/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3759
F0000761/2028,Abono orgánico NK líquido de origen vegetal,MOLEX,"JILOCA INDUSTRIAL, S.A.",08/02/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3761
F0003762/2029,Enmienda orgánica Vermicompost,HUMUS DE LOMBRIZ,"HUMOECO, S.L.",18/01/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3762
F0000977/2029,Abono órgano-mineral NK líquido,MATER MIX,"AGRIBECO, S.L.",19/12/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3763
F0003764/2029,Abono órgano-mineral NPK con lignito o leonardita,ORGANOGEN NPK C,"AGRIBECO, S.L.",20/03/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3764
F0003767/2029,Abono orgánico NPK de origen animal y vegetal,COMPLUS ORGÁNICO-B,COMPLUS REGENERACIÓN AMBIENTAL S.L,25/01/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3767
F0003768/2029,Enmienda orgánica Compost,COMPLUS COMPOST-B,COMPLUS REGENERACIÓN AMBIENTAL S.L,25/01/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3768
F0003775/2028,Abono orgánico NK líquido de origen vegetal,MERIORGAN,"QUIMICAS MERISTEM,S.L.",20/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3775
F0003777/2029,Abono orgánico NK líquido de origen vegetal,EMSAFUL,"EMSA TECNOLOGÍA QUÍMICA, S.A.U.",18/01/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3777
F0003778/2029,Abono orgánico NK líquido de origen vegetal,VELLHUMUS,VELLSAM MATERIAS BIOACTIVAS,11/03/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3778
F0003485/2028,Abono orgánico NK líquido de origen vegetal,Natura Beta,FERCAMPO SAU - GRUPO FERTIBERIA,30/05/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3785
F0001006/2029,Abono orgánico NK líquido de origen vegetal,FULVITAL,"FRANCISCO R. ARTAL, S.L.",20/11/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3789
F0003790/2029,Abono órgano-mineral NPK con lignito o leonardita,ORGANOGEN NPK A,"AGRIBECO, S.L.",20/03/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3790
F0003792/2029,Abono órgano-mineral NPK con lignito o leonardita,ORGANOGEN NPK B,"AGRIBECO, S.L.",20/03/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3792
F0003794/2029,Abono órgano-mineral NPK líquido,AGRIBECO NPK MO,"AGRIBECO, S.L.",27/03/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3794
F0000978/2029,Enmienda orgánica húmica,AGRIGEN Fe,"AGRIBECO, S.L.",30/10/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3799
F0000963/2029,Abono órgano-mineral NK líquido,VITACROP ORGANICO PLUS,"CHEMICROP ESPAÑA, S.L.",30/10/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3804
F0000967/2029,Abono órgano-mineral NK líquido,UTREFER PLUS,"FITOCROP 2000, S.L.",30/10/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3805
F0000968/2029,Abono órgano-mineral NK líquido,VITAPLUS NITRO,"FITOCROP 2000, S.L.",30/10/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3806
F0003807/2029,Abono órgano-mineral NK líquido,VIDAFERT VIVA,"GRUPO BIAQUI, S.L.",25/01/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3807
F0003808/2029,Abono órgano-mineral NK líquido,Ecoferti NK Plus,"AGROFERTI TRACTAMENTS I SERVEIS, S.L.",28/05/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3808
F0003813/2029,Abono orgánico NK líquido de origen vegetal,BIOGROW,"BIOBIZZ WORLDWIDE, S.L.",13/09/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3813
F0003066/2027,Abono orgánico NPK de origen animal y vegetal,GUANUMUS ESP,"NUEVAS TECNOLOGIAS AGRICOLAS, S.L.",22/09/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3815
F0000966/2029,Abono órgano-mineral NK líquido,ORGANFLOR NITRO,"OUR AGRO, S.L.",30/10/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3816
F0000965/2029,Abono órgano-mineral NK líquido,LUMBUSOL PLUS,"OUR AGRO, S.L.",30/10/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3817
F0000921/2029,Abono órgano-mineral NK líquido,HIERROMAG,"AGROINSUMOS Y SERVICIOS TÉCNICOS, S.L.",29/10/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3821
F0003822/2029,Abono orgánico NK líquido de origen vegetal,LEBBEN ORGANIC,LEBBENFER COMPANY S.L,18/01/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3822
F0003826/2029,Abono órgano-mineral NPK,ORGANOKALI 4-6-12,"FERTIKALI, S.L.",04/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3826
F0003827/2029,Abono órgano-mineral NPK,ORGANOKALI 5-10-15,"FERTIKALI, S.L.",04/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3827
F0003828/2029,Abono órgano-mineral NPK,ORGANOKALI 5-10-20,"FERTIKALI, S.L.",04/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3828
F0003829/2029,Abono órgano-mineral NPK,ORGANOKALI 7-12-7,"FERTIKALI, S.L.",05/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3829
F0003830/2029,Abono órgano-mineral NP,ORGANOKALI 7-16-0,"FERTIKALI, S.L.",04/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3830
F0003831/2029,Abono órgano-mineral NPK,ORGANOKALI 8-15-15,"FERTIKALI, S.L.",04/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3831
F0003832/2029,Abono órgano-mineral NPK,ORGANOKALI 8-16-8,"FERTIKALI, S.L.",12/06/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3832
F0003833/2029,Abono órgano-mineral NPK,ORGANOKALI 10-16-6,"FERTIKALI, S.L.",04/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3833
F0003834/2029,Abono órgano-mineral NPK,ORGANOKALI 10-24-8,"FERTIKALI, S.L.",12/06/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3834
F0003835/2029,Abono órgano-mineral NP,ORGANOKALI 13-32-0,"FERTIKALI, S.L.",04/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3835
F0003836/2029,Abono órgano-mineral NPK,ORGANOKALI 15-15-15,"FERTIKALI, S.L.",04/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3836
F0003837/2029,Abono órgano-mineral NPK,ORGANOKALI 20-5-10,"FERTIKALI, S.L.",12/06/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3837
F0003838/2029,Abono órgano-mineral NPK,ORGANOKALI 20-10-10,"FERTIKALI, S.L.",04/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3838
F0003839/2029,Abono órgano-mineral NK líquido,VIDAFERT NK,"GRUPO BIAQUI, S.L.",01/02/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3839
F0003842/2029,Abono órgano-mineral NK líquido,FOLICAT Q,"ATLÁNTICA AGRÍCOLA, S.A.",12/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3842
F0003843/2029,Enmienda orgánica Compost,ORGANITRO 5,"FERESP, S.L.",30/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3843
F0003844/2029,Enmienda orgánica Compost,BPF-ORGANINEN,PUIGAGRA S.L,30/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3844
F0003848/2029,Enmienda orgánica Vermicompost,HUMUS PLANTAVERDE,"MANCHAVERDE, S.L.",13/09/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3848
F0003849/2029,Abono órgano-mineral NK líquido,CONTIKEL,"PLYMAG, S.L.",20/03/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3849
F0003852/2029,Abono orgánico NPK de origen animal,BPF-SVIN,PUIGAGRA S.L,01/06/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3852
F0003864/2029,Abono órgano-mineral NPK,ORGANOKALI 12-24-12,"FERTIKALI, S.L.",09/05/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3864
F0003841/2028,Abono órgano mineral PK (con o sin turba) con fosfato roca,ORGANOPOTASA-AGRICOTEC,"AGRICOTEC, S.L.",07/11/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3870
F0003871/2029,Enmienda orgánica húmica,HUMITA - 20 GRANULADA,"SOCIEDAD ESPAÑOLA DE PRODUCTOS HUMICOS, S.A.",04/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3871
F0003872/2029,Enmienda orgánica húmica,HUMITA - 40,"SOCIEDAD ESPAÑOLA DE PRODUCTOS HUMICOS, S.A.",04/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3872
F0003873/2029,Enmienda orgánica húmica,HUMITA - 40 GRANULADA,"SOCIEDAD ESPAÑOLA DE PRODUCTOS HUMICOS, S.A.",04/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3873
F0003874/2029,Enmienda orgánica húmica,HUMITA - 20,"SOCIEDAD ESPAÑOLA DE PRODUCTOS HUMICOS, S.A.",04/04/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3874
F0003876/2029,Abono orgánico nitrogenado de origen animal,HEMOABONO,BIOGASNALIA S.L.,10/07/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3876
F0003877/2029,Abono órgano-mineral nitrogenado líquido,DUAL2,BIOGASNALIA S.L.,27/09/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3877
F0003883/2029,Mezcla de microorganismos,TEAM HORTICOLA,"AGROTECNOLOGÍAS NATURALES, S.L.U. (ATENS, S.L.)",22/07/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3883
F0003884/2029,Micorrizas,TEAM MICROGRÁNULO,"AGROTECNOLOGÍAS NATURALES, S.L.U. (ATENS, S.L.)",22/07/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3884
F0003885/2029,Enmienda orgánica Compost,EDAFORTE,"EDAFO G.M.,S.A.",28/03/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3885
F0003892/2028,Abono órgano-mineral NK líquido,LIQUIMED FULVAT 812,"LÍQUIDOS DEL MEDITERRÁNEO, S.A.",11/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3892
F0003895/2029,Abono órgano-mineral NK líquido,LIGNOVINE,"PLYMAG, S.L.",20/03/2019,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3895
F0003275/2027,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,ORGANIA BIOFUERZA 121 Pellet,"FERTINAGRO ORGANIA, S.L.U.",16/11/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3906
F0003276/2027,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,ORGANIA BIOFUERZA 121 Polvo,"FERTINAGRO ORGANIA, S.L.U.",16/11/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3907
F0003277/2027,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,ORGANIA BIOFUERZA 212 Pellet,"FERTINAGRO ORGANIA, S.L.U.",16/11/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3908
