Código,Tipo,Nombre comercial,Fabricante,F. de registro,Url,Composition
F0001772/2022,Enmienda orgánica Compost,COMPOSTEN 3,"TRATAMIENTOS ECOLÓGICOS DEL NOROESTE, S.L.",17/02/2012,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3218,"1,5-3,0% Nitrógeno (N); 1,5-3,0% Fósforo (P); 0,8-1,0% Potasio (K)"
F0001773/2022,Enmienda orgánica Compost,COMPOSTEN 4,"TRATAMIENTOS ECOLÓGICOS DEL NOROESTE, S.L.",17/02/2012,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3219,"1,5-3,0% Nitrógeno (N); 1,5-3,0% Fósforo (P); 0,8-1,0% Potasio (K)"
F0003223/2027,Enmienda orgánica Compost,COMPOST CTR OSONA,"CESPA GESTION DE RESIDUOS, S.A.",04/12/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3223,"2,3% Nitrógeno (N); 2,3% Fósforo (P); 1,9% Potasio (K)"
F0003224/2027,Abono órgano-mineral NK líquido,ORGAPLANT,"ARVENSIS AGRO, S.A.",17/11/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3224,"3,0% Nitrógeno (N)"
F0002374/2025,Abono orgánico NPK de origen animal y vegetal,VENUS BITOP V.2,"CONSTANTINO GUTIERREZ, S.A.",12/05/2015,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3225,"4,0% Nitrógeno (N); 7,0% Fósforo (P); 7,0% Potasio (K)"
F0003226/2027,Abono orgánico NK líquido de origen vegetal,AGROFERTILE,"ED & F MAN ESPAÑA, S.A.",04/10/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3226,"2,7% Nitrógeno (N); 5,8% Potasio (K)"
F0003228/2028,Abono órgano-mineral NPK líquido,A2-ANTOCARP,"AGRO ORGANICOS DEL MEDITERRANEO, S.L.",09/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3228,"2,4% Nitrógeno (N); 13,4% Fósforo (P); 22,6% Potasio (K)"
F0003229/2027,Enmienda orgánica Compost,OLEOCOMPOST,OLEICOLA VALDEPEÑAS DE JAEN S.C.A.,27/11/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3229,"1,1-2,2% Nitrógeno (N); 0,4-1,5% Fósforo (P); 1,2-3,5% Potasio (K)"
F0003232/2027,Enmienda orgánica Compost de estiércol,ORGANOIZAL,"REDONDO IZAL, S.L.",27/10/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3232,"2,7% Nitrógeno (N); 1,6% Fósforo (P); 2,8% Potasio (K); 0,01% Boro (B)"
F0003233/2028,Abono órgano-mineral NPK líquido,TERROC,ROMAROC PONIENTE SL,08/02/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3233,"3,0% Nitrógeno (N)"
F0003247/2027,Abono orgánico fosfatado de origen animal,FOSFOSER ECO GR,"MAPRYSER, S.L.",26/12/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3247,"1,3% Nitrógeno (N); 34,0% Fósforo (P)"
F0003248/2028,Abono orgánico NPK de origen animal,Triple-organia,"DEFEDER ALCOLEA, S.L.",16/01/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3248,"5,1-5,5% Nitrógeno (N); 3,9-4,3% Fósforo (P); 4,8-5,4% Potasio (K)"
F0003249/2027,Abono orgánico NK líquido de origen vegetal,FERTISAF,"LESAFRE IBERICA, S.A.",26/12/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3249,"3,5-4,5% Nitrógeno (N); 3,0-5,0% Potasio (K)"
F0003251/2028,Abono órgano-mineral NK líquido,ORGAN ACTIVE,"ED & F MAN ESPAÑA, S.A.",06/03/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3251,"4,1% Nitrógeno (N)"
F0003252/2028,Abono órgano-mineral NK líquido,RET-FLO Px357,"EIBOL IBERICA, S.L.",11/01/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3252,"7,5% Nitrógeno (N)"
F0003253/2028,Enmienda orgánica húmica,ORGAMAX E,"PRODUCTOS AGRICOLAS MACASA, S.L.",15/02/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3253,
F0003254/2028,Abono orgánico NK líquido de origen vegetal,HUMI-FULVAT,ABONOS JIMÉNEZ S.L,15/02/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3254,"2,2% Nitrógeno (N); 4,0% Potasio (K)"
F0003255/2028,Abono orgánico nitrogenado de origen animal y vegetal,LABINOR N10,"PRODUCTOS AGRICOLAS MACASA, S.L.",21/01/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3255,"10,0% Nitrógeno (N)"
F0003256/2028,Abono órgano-mineral NPK (con o sin turba) con fosfato roca,MICROSTART FAST,"ED & F MAN ESPAÑA, S.A.",06/09/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3256,"11,3% Nitrógeno (N); 3,4% Fósforo (P)"
F0003257/2028,Abono orgánico NK líquido de origen vegetal,PFS ORGÁNICA,"PRODUCTOS FERTILIZANTES SOSTENIBLES, S.L",21/01/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3257,"3,2% Nitrógeno (N); 3,1% Potasio (K)"
F0003263/2028,Abono órgano-mineral Pk líquido,LEBBEN CUAJE,LEBBENFER COMPANY S.L,09/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3263,"1,5% Nitrógeno (N); 0,7% Boro (B)"
F0003264/2028,Abono órgano-mineral Pk líquido,MAXIPONENT,FERTINARA S.L,21/05/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3264,"1,5% Nitrógeno (N); 4,1% Fósforo (P); 6,0% Potasio (K); 0,7% Boro (B)"
F0003287/2028,Enmienda orgánica Compost,COMPOST FORM URGELL,CONSORCI PER A LA GESTIO DELS RESIDUS URBANS DE L´ URGELL ,07/09/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3287,"1,7% Nitrógeno (N); 1,4% Fósforo (P); 1,4% Potasio (K)"
F0003159/2027,Abono orgánico NK líquido de origen vegetal,ECOGREEN V60 smc,MIRAT FERTILIZANTES S.L.U.,28/06/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3289,"2,3-4,7% Nitrógeno (N); 4,0-7,0% Potasio (K)"
F0003292/2028,Abono órgano-mineral NPK líquido,AMIC FLOWER,"NUTRIFER ECOL, S.L.",16/03/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3292,"6,0% Nitrógeno (N); 20,0% Fósforo (P); 2,0% Potasio (K)"
F0003293/2028,Abono órgano-mineral NK líquido,AMIC GROW,"NUTRIFER ECOL, S.L.",27/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3293,"9,0% Nitrógeno (N); 3,0% Potasio (K); 0,01% Boro (B); 0,08% Hierro (Fe); 0,002% Molibdeno (Mb)"
F0003295/2028,Enmienda orgánica húmica,POWIR,"BIOTECNIC FERRANDO, S.L.",06/03/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3295,"3,3% Nitrógeno (N)"
F0003299/2028,Enmienda orgánica Compost,ORGANOMUNS,"MUNS AGROINDUSTRIAL, S.L",11/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3299,"2,3% Nitrógeno (N); 1,9% Fósforo (P)"
F0003303/2028,Enmienda orgánica Compost,COMPOST LA PLANA,MANCOMUNITAT INTERMUNICIPAL VOLUNTÀRIA LA PLANA,21/02/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3303,"2,5% Nitrógeno (N); 1,5% Fósforo (P); 1,7% Potasio (K)"
F0003305/2028,Abono orgánico NK líquido de origen vegetal,AGRORGANIC,FERTINARA S.L,11/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3305,"3,2% Nitrógeno (N); 3,1% Potasio (K)"
F0003069/2027,Abono órgano-mineral NPK líquido,"MASTERLIQ ORGANIC 8-17-2,3","GIFADI FERTILIZANTES, S.A.",07/07/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3306,"8,0% Nitrógeno (N)"
F0003311/2028,Abono órgano-mineral NPK,ORGATRADE,TRADE CORPORATION INTERNATIONAL S.A.U.,06/03/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3311,"2,7% Nitrógeno (N); 3,9% Hierro (Fe)"
F0003322/2028,Abono órgano-mineral NPK líquido,PHOS ORGANIC,INAGROUP BIOTECH S.L.,09/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3322,"4,6% Nitrógeno (N); 2,7% Potasio (K); 0,07% Boro (B); 0,25% Manganeso (Mn); 0,3% Cinc (Zn)"
F0000695/2028,Abono orgánico NK líquido de origen vegetal,LUMBUSOL,"OUR AGRO, S.L.",21/03/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3323,"2,0% Nitrógeno (N); 0,0% Fósforo (P); 4,0% Potasio (K)"
F0003324/2028,Enmienda orgánica Compost,Enmienda Orgánica. Compost Oleoestepa.,"OLEOESTEPA, S.C.A.",11/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3324,"1,1-3,0% Nitrógeno (N); 0,4-1,5% Fósforo (P); 1,0-3,0% Potasio (K); 0,0% Boro (B); 0,0% Cobalto (Co); 0,0% Cobre (Cu); 0,0% Hierro (Fe); 0,0% Manganeso (Mn); 0,0% Molibdeno (Mb); 0,0% Cinc (Zn)"
F0003338/2028,Enmienda orgánica Compost,COMPOST MURCIA CH,CESPA SERVICIOS URBANOS DE MURCIA,09/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3338,"1,4-2,5% Nitrógeno (N); 0,5-3,0% Fósforo (P); 0,5-1,5% Potasio (K)"
F0003342/2028,Abono orgánico NK líquido de origen vegetal,LEONARD G,"GIFADI FERTILIZANTES, S.A.",09/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3342,"2,0-4,0% Nitrógeno (N); 3,0-9,0% Potasio (K)"
F0003343/2028,Abono órgano-mineral NK líquido,Fertimatk Plus,"GIFADI FERTILIZANTES, S.A.",30/05/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3343,"4,0% Nitrógeno (N)"
F0003361/2028,Abono orgánico NPK de origen animal y vegetal,BIOCOMPO,"NAT COMPO, S.L.",28/02/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3361,"1,5-5,0% Nitrógeno (N); 1,0-5,0% Fósforo (P); 1,5-5,0% Potasio (K)"
F0003364/2028,Abono orgánico NK líquido de origen vegetal,FERTIGAN 84,ECO GROWTH IBÉRICA S.L.,28/05/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3364,"2,0-4,0% Nitrógeno (N); 3,0-9,0% Potasio (K)"
F0003368/2028,Enmienda orgánica Vermicompost,HUMUS COMPLET,SIMEDI S.L.U.,05/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3368,"1,4-2,0% Nitrógeno (N); 1,0-2,8% Fósforo (P); 0,6-1,3% Potasio (K)"
F0003369/2028,Abono órgano-mineral NPK,MINERALGOLD 7-14-21 + Ca,LABORATORIOS ECONATUR S.L.,17/10/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3369,"7,0% Nitrógeno (N)"
F0003371/2028,Abono orgánico NK líquido de origen vegetal,EVOCOL,AB AZUCARERA IBERIA S.L.U.,21/02/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3371,"2,5-4,5% Nitrógeno (N); 3,5-6,0% Potasio (K)"
F0003380/2028,Abono orgánico NK líquido de origen vegetal,Vit-ORG,"GREEN HAS IBERIA, S.L.",18/05/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3380,"3,0% Nitrógeno (N); 6,0% Potasio (K)"
F0002309/2024,Enmienda orgánica Compost,COMPOST GRUPO SETRA,SETRA VALORIZA S.L.,05/12/2014,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3381,"1,1-4,0% Nitrógeno (N); 0,3-2,0% Fósforo (P); 0,5-2,5% Potasio (K)"
F0003385/2028,Abono orgánico NK líquido de origen vegetal,BIONA FULVIC,"BIOINSECTICIDAS NATURALES, S.L.",15/02/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3385,"2,0% Nitrógeno (N); 4,0% Potasio (K)"
F0003399/2028,Abono órgano-mineral NPK líquido,Masterliq Organic 12-6-3,"GIFADI FERTILIZANTES, S.A.",27/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3399,"12,0% Nitrógeno (N)"
F0003407/2028,Abono orgánico NK líquido de origen vegetal,HEROMOL 40,"HEROGRA FERTILIZANTES, S.A.",28/03/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3407,"2,0-4,0% Nitrógeno (N); 3,0-9,0% Potasio (K)"
F0001940/2023,Abono órgano-mineral NPK líquido,VIDORGAN NPK,"DEVIDOL 2000, S.L",25/03/2013,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3410,"3,3% Nitrógeno (N)"
F0001941/2023,Abono órgano-mineral NK líquido,VIDORGAN NK,"DEVIDOL 2000, S.L",25/03/2013,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3411,"3,4% Nitrógeno (N)"
F0003413/2028,Abono orgánico NPK de origen animal y vegetal,FORCE-ORGANIC,"ECOFORCE, S.L.",30/05/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3413,"6,9% Nitrógeno (N); 7,6% Fósforo (P); 10,0% Potasio (K)"
F0003421/2028,Enmienda orgánica Vermicompost,LOMBRIMUR-HUMUS NOBLE,"LOMBRIMUR, C.B.",30/05/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3421,"1,0% Nitrógeno (N)"
F0003427/2028,Abono orgánico NK líquido de origen vegetal,PLANTA HUMUS M.O.,"NATURAL D' MEZCLAS, S.L.",07/11/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3427,"2,7% Nitrógeno (N); 5,8% Potasio (K)"
F0003429/2028,Abono orgánico NK líquido de origen vegetal,M3- K PLUS,"BIOESTIMULANTES AGRICOLAS, S.L. (BIAGRO)",20/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3429,"3,5-4,5% Nitrógeno (N); 3,0-5,0% Potasio (K)"
F0003430/2028,Enmienda orgánica húmica,HUMAC Agro,"HUMACTECH BUSINESS, S.L.",25/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3430,"1,3% Fósforo (P)"
F0003435/2028,Abono orgánico NPK de origen animal y vegetal,ESTIERCOL COMPOSTADO,"INPROG, S.L.",28/03/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3435,"2,0-3,5% Nitrógeno (N); 1,5-3,0% Fósforo (P)"
F0003436/2028,Abono orgánico NPK de origen animal y vegetal,VERFOR-FR BASIC,"INPROG, S.L.",28/03/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3436,"2,0-3,5% Nitrógeno (N); 1,5-3,5% Fósforo (P); 1,5-3,0% Potasio (K)"
F0003438/2028,Abono orgánico NK líquido de origen vegetal,Ferti Org 100 E,"FERTIEX, S.L.",21/03/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3438,"2,0-4,0% Nitrógeno (N); 3,0-9,0% Potasio (K)"
F0003444/2028,Enmienda orgánica Compost vegetal,7B COMPOST,"7 BIOTECH PROCESOS, S.L.",11/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3444,"2,3% Nitrógeno (N); 1,0% Fósforo (P); 1,2% Potasio (K)"
F0003448/2028,Enmienda orgánica húmica,HUMICA GIMENA,"TECNICAS AGRARIAS GIMENA, S.L.U",15/02/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3448,
F0003454/2028,Abono orgánico NPK de origen animal y vegetal,RIGER,"VAN HET MEER, S.L.",31/05/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3454,"3,6-3,9% Nitrógeno (N); 2,9-3,3% Fósforo (P); 2,8-3,1% Potasio (K)"
F0003458/2028,Enmienda orgánica Compost,CG-PRO,"COMPOST GALICIA, S.A.",06/09/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3458,"1,0-1,5% Nitrógeno (N); 1,0-3,0% Fósforo (P); 0,2-1,0% Potasio (K)"
F0003462/2028,Enmienda orgánica Compost,CG-RESTAURACION,"COMPOST GALICIA, S.A.",23/11/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3462,"1,0-3,0% Nitrógeno (N); 1,0-3,0% Fósforo (P); 0,3-1,0% Potasio (K)"
F0003468/2028,Abono orgánico NPK de origen animal y vegetal,OrgaFertis Supra,TRADE CORPORATION INTERNATIONAL S.A.U.,31/10/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3468,"1,4% Nitrógeno (N); 2,2% Fósforo (P); 3,6% Potasio (K)"
F0000796/2028,Enmienda orgánica húmica,NATURCOMPLET G,DAYMSA,17/04/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3473,"1,0% Nitrógeno (N); 0,0% Fósforo (P); 5,0% Potasio (K); 1,0% Hierro (Fe)"
F0003480/2028,Enmienda orgánica Vermicompost,HUMUS DE LOMBRIZ HORTICAMPO,"HORTICAMPO, S.L.",11/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3480,"1,7% Nitrógeno (N); 1,9% Potasio (K)"
F0003483/2028,Abono orgánico NK líquido de origen vegetal,VITACROP ORGANICO,"CHEMICROP ESPAÑA, S.L.",04/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3483,"2,0-3,5% Nitrógeno (N); 3,0-5,5% Potasio (K)"
F0003500/2028,Abono órgano-mineral NK líquido,EVOCAL,"ORGÁNICOS SANGONERA, S.L.",04/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3500,"2,0% Nitrógeno (N)"
F0003501/2028,Abono órgano-mineral NPK con lignito o leonardita,LABIN 4-9-18,"PRODUCTOS AGRICOLAS MACASA, S.L.",25/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3501,"4,0% Nitrógeno (N); 9,0% Fósforo (P); 1,0% Hierro (Fe)"
F0000784/2028,Enmienda orgánica húmica,NATURVIGOR G,DAYMSA,27/03/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3502,"1,2% Nitrógeno (N); 1,2% Fósforo (P); 1,2% Potasio (K); 1,0% Hierro (Fe)"
F0000785/2028,Enmienda orgánica húmica,NATURVIGOR,DAYMSA,27/03/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3503,"1,1% Nitrógeno (N); 1,1% Fósforo (P); 1,1% Potasio (K); 1,0% Hierro (Fe)"
F0002519/2026,Enmienda orgánica Compost de estiércol,SIRLE PELLET,"LIFE SCIENTIFIC SPAIN, S.L.U.",01/03/2016,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3506,"1,7% Nitrógeno (N); 1,2% Potasio (K)"
F0003507/2028,Abono órgano-mineral NK líquido,EVOACTIC,"ORGÁNICOS SANGONERA, S.L.",17/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3507,"2,0% Nitrógeno (N)"
F0003508/2028,Abono órgano-mineral NK líquido,EVOPOTASIO,"ORGÁNICOS SANGONERA, S.L.",17/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3508,"2,0% Nitrógeno (N)"
F0003509/2028,Enmienda orgánica Compost,COMPOST PREMIUM,"GESTIÓN DE RESIDUOS MANCHEGOS, S.L.",17/10/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3509,"0,0-3,5% Nitrógeno (N); 1,0-3,0% Fósforo (P); 1,0-4,5% Potasio (K)"
F0003510/2028,Abono orgánico NK líquido de origen vegetal,ORGAN-FULVIC,"CHEMICROP ESPAÑA, S.L.",25/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3510,"2,0-4,0% Nitrógeno (N); 3,0-7,0% Potasio (K)"
F0003515/2028,Abono orgánico NK líquido de origen vegetal,UTREFER ORGANICO,"FITOCROP 2000, S.L.",21/05/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3515,"2,0-3,5% Nitrógeno (N); 3,0-5,5% Potasio (K)"
F0003516/2028,Microorganismos no micorrícicos,TrichoSym Bio,"SYMBORG BUSINESS DEVELOPMENT, S.L.",16/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3516,
F0003517/2028,Enmienda orgánica Compost,ABONO TERRA,APAYCACHANA - 6  S.L.,28/05/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3517,"1,2-1,6% Nitrógeno (N); 2,0-2,4% Fósforo (P); 2,7-3,1% Potasio (K)"
F0003519/2028,Abono órgano-mineral NPK con lignito o leonardita,FERTILAND ECO NPK 6-4-4,ALVARO RODRIGUEZ EIRAS S.L.,27/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3519,"6,0% Nitrógeno (N)"
F0003520/2028,Abono órgano-mineral NK con lignito o leonardita,FERTILAND ECO NK 8-0-4,ALVARO RODRIGUEZ EIRAS S.L.,27/04/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3520,"8,0% Nitrógeno (N); 4,0% Potasio (K)"
F0003522/2028,Abono orgánico NK líquido de origen vegetal,NATURHUMUS-B                     ,DAYMSA,11/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3522,"3,0% Nitrógeno (N); 4,0% Potasio (K); 1,0% Hierro (Fe)"
F0003524/2028,Abono órgano-mineral NPK con lignito o leonardita,"LABIN 5-10-18S+2MgO+0,1B+1Fe","PRODUCTOS AGRICOLAS MACASA, S.L.",14/09/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3524,"5,0% Nitrógeno (N); 10,0% Fósforo (P); 0,1% Boro (B); 1,0% Hierro (Fe)"
F0003525/2028,Abono orgánico NK líquido de origen vegetal,M.o.Tiva,"ABONA GLOBAL, S.L.",21/05/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3525,"2,0-4,0% Nitrógeno (N); 3,0-9,0% Potasio (K)"
F0003526/2028,Enmienda orgánica Vermicompost,Fh-Humus Forte,"FACTOR HUMUS ESPAÑA, S.L.",14/09/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3526,"1,7% Nitrógeno (N); 2,0% Fósforo (P); 1,4% Potasio (K)"
F0003527/2028,Abono órgano-mineral NPK,TERRAPLUS NATURA K,"COMPO EXPERT Spain, S.L.",08/10/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3527,"3,7-4,0% Nitrógeno (N); 4,0-4,2% Fósforo (P); 12,7-13,5% Potasio (K)"
F0003528/2028,Abono orgánico NPK de origen animal,TERRAPLUS NATURA N,"COMPO EXPERT Spain, S.L.",08/10/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3528,"8,0-8,8% Nitrógeno (N); 1,9-2,1% Fósforo (P); 2,3-2,5% Potasio (K)"
F0003531/2028,Abono órgano-mineral NK líquido,NUTRE ORGANIC,"NOVASYS PHARMA, S.L.",11/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3531,"4,3% Nitrógeno (N)"
F0003533/2028,Abono órgano-mineral NK líquido,NUTRE ORGANIC CITRICOS,"NOVASYS PHARMA, S.L.",11/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3533,"3,4% Nitrógeno (N); 3,9% Hierro (Fe); 0,78% Manganeso (Mn); 0,81% Cinc (Zn)"
F0003534/2028,Abono órgano-mineral NK líquido,CALCIO-MACH ORGANICO,"NOVASYS PHARMA, S.L.",11/12/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3534,"3,2% Nitrógeno (N); 3,1% Potasio (K)"
F0003538/2028,Abono órgano-mineral Pk líquido,ECOSER,"MAPRYSER, S.L.",25/05/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3538,"11,0% Nitrógeno (N)"
F0003539/2028,Enmienda orgánica Compost,Celtacal +,"ECOCELTA GALICIA,S.L.",17/10/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3539,"1,2-2,0% Nitrógeno (N); 4,0-5,5% Fósforo (P); 0,2-1,0% Potasio (K)"
F0003540/2028,Abono órgano-mineral NK líquido,FORCE-SOIL,"ECOFORCE, S.L.",17/10/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3540,"2,1% Nitrógeno (N); 4,0% Potasio (K)"
F0003541/2028,Abono orgánico NK líquido de origen vegetal,TARASOIL ORGANIC,ANTONIO TARAZONA S.L.,27/07/2018,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3541,"2,0-4,0% Nitrógeno (N); 3,0-9,0% Potasio (K)"
F0003187/2027,Abono orgánico NK líquido de origen vegetal,MATERIA ORGANICA AGROFERTI,"AGROFERTI TRACTAMENTS I SERVEIS, S.L.",29/09/2017,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3549,"2,0-4,0% Nitrógeno (N); 3,0-9,0% Potasio (K)"
F0000980/2028,Abono orgánico NK líquido de origen vegetal,MULTISEI,"SOCIEDAD EUROPEA DE INTERCAMBIO DE PRODUCTOS AGRICOLAS, S.A.",25/07/2008,https://www.mapa.gob.es/app/consultafertilizante/DetalleFertilizante.aspx?clave=3555,"4,5% Nitrógeno (N); 0,3% Fósforo (P); 3,5% Potasio (K)"
